exp_config,split,amota,bicycle_amota,bus_amota,car_amota,moto_amota,ped_amota,trailer_amota,truck_amota
hungarian_dist5_cvcy_obj_conf_padd_10_noyc_results,mini_val,0.683,0.360,1.000,0.606,0.638,0.643,nan,0.850
hungarian_dist2_cvcy_obj_conf_padd_40_noyc_results,mini_val,0.547,0.144,0.500,0.562,0.595,0.628,nan,0.850
hungarian_dist5_cvcy_obj_conf_mult_50_yc_results,mini_val,0.621,0.243,1.000,0.538,0.598,0.580,nan,0.770
hungarian_dist10_cvcy_conf_padd_25_noyc_results,mini_val,0.617,0.303,1.000,0.504,0.545,0.608,nan,0.741
hungarian_dist2_cvcy_conf_mult_50_noyc_results,mini_val,0.518,0.086,0.500,0.551,0.549,0.621,nan,0.800
hungarian_dist2_cvcy_conf_padd_25_noyc_results,mini_val,0.540,0.067,0.450,0.584,0.645,0.673,nan,0.822
hungarian_dist5_cvcy_conf_mult_10_yc_results,mini_val,0.645,0.257,1.000,0.578,0.587,0.621,nan,0.825
greedy_dist10_cvcy_obj_conf_padd_50_yc_results,mini_val,0.689,0.238,1.000,0.709,0.597,0.763,nan,0.825
greedy_dist2_ack_conf_padd_15_yc_results,mini_val,0.551,0.131,0.418,0.745,0.694,0.471,nan,0.850
greedy_dist5_ack_conf_padd_10_yc_results,mini_val,0.514,0.000,0.217,0.699,0.679,0.640,nan,0.850
hungarian_dist5_cvcy_obj_conf_mult_10_noyc_results,mini_val,0.645,0.240,1.000,0.560,0.632,0.617,nan,0.825
greedy_dist5_cvcy_obj_conf_padd_15_yc_results,mini_val,0.719,0.300,1.000,0.740,0.658,0.765,nan,0.850
hungarian_dist10_ack_conf_mult_10_yc_results,mini_val,0.443,0.000,0.300,0.495,0.481,0.534,nan,0.850
hungarian_dist5_cvcy_conf_mult_25_noyc_results,mini_val,0.599,0.127,1.000,0.548,0.572,0.601,nan,0.744
greedy_dist10_ack_conf_padd_15_yc_results,mini_val,0.464,0.000,0.000,0.639,0.626,0.670,nan,0.850
hungarian_dist5_ack_conf_padd_25_noyc_results,mini_val,0.503,0.023,0.399,0.583,0.634,0.554,nan,0.825
hungarian_dist10_cvcy_conf_mult_20_yc_results,mini_val,0.623,0.309,1.000,0.503,0.527,0.597,nan,0.800
hungarian_dist10_cvcy_obj_conf_mult_10_yc_results,mini_val,0.606,0.255,0.919,0.496,0.548,0.620,nan,0.800
greedy_dist10_ack_conf_mult_40_noyc_results,mini_val,0.444,0.000,0.000,0.638,0.594,0.633,nan,0.800
hungarian_dist2_cvcy_obj_conf_mult_15_noyc_results,mini_val,0.515,0.037,0.466,0.596,0.597,0.599,nan,0.796
greedy_dist2_ack_conf_padd_10_yc_results,mini_val,0.539,0.109,0.396,0.735,0.691,0.452,nan,0.850
hungarian_dist2_cvcy_conf_mult_40_yc_results,mini_val,0.507,0.000,0.500,0.556,0.549,0.637,nan,0.800
hungarian_dist5_cvcy_obj_conf_padd_05_noyc_results,mini_val,0.668,0.349,1.000,0.626,0.658,0.609,nan,0.763
hungarian_dist10_cvcy_obj_conf_padd_50_yc_results,mini_val,0.605,0.187,1.000,0.511,0.554,0.595,nan,0.783
hungarian_dist10_ack_conf_padd_05_yc_results,mini_val,0.464,0.075,0.375,0.452,0.568,0.464,nan,0.850
greedy_dist10_cvcy_conf_padd_25_yc_results,mini_val,0.687,0.236,1.000,0.689,0.616,0.759,nan,0.825
hungarian_dist2_cvcy_conf_mult_40_noyc_results,mini_val,0.507,0.000,0.500,0.556,0.549,0.637,nan,0.800
hungarian_dist5_ack_conf_mult_15_yc_results,mini_val,0.499,0.017,0.382,0.599,0.644,0.526,nan,0.825
hungarian_dist2_ack_conf_mult_20_noyc_results,mini_val,0.480,0.000,0.421,0.576,0.602,0.454,nan,0.825
greedy_dist5_cvcy_obj_conf_padd_50_noyc_results,mini_val,0.703,0.265,1.000,0.710,0.649,0.768,nan,0.825
hungarian_dist5_cvcy_conf_padd_15_noyc_results,mini_val,0.649,0.184,1.000,0.592,0.633,0.634,nan,0.850
greedy_dist10_ack_conf_mult_05_noyc_results,mini_val,0.447,0.000,0.000,0.642,0.606,0.582,nan,0.850
greedy_dist5_cvcy_conf_mult_30_yc_results,mini_val,0.688,0.275,1.000,0.716,0.597,0.740,nan,0.800
hungarian_dist2_ack_conf_mult_15_yc_results,mini_val,0.497,0.037,0.421,0.589,0.610,0.498,nan,0.825
greedy_dist10_cvcy_obj_conf_mult_20_yc_results,mini_val,0.686,0.273,1.000,0.725,0.586,0.733,nan,0.800
hungarian_dist2_ack_conf_mult_50_noyc_results,mini_val,0.457,0.000,0.450,0.551,0.549,0.422,nan,0.773
greedy_dist2_cvcy_conf_padd_20_noyc_results,mini_val,0.604,0.144,0.468,0.729,0.667,0.769,nan,0.850
greedy_dist10_cvcy_obj_conf_mult_40_noyc_results,mini_val,0.683,0.263,1.000,0.701,0.595,0.741,nan,0.800
hungarian_dist10_ack_conf_padd_10_yc_results,mini_val,0.455,0.075,0.300,0.416,0.563,0.566,nan,0.808
hungarian_dist10_cvcy_conf_mult_10_yc_results,mini_val,0.604,0.293,0.919,0.513,0.548,0.601,nan,0.750
greedy_dist5_cvcy_obj_conf_mult_50_yc_results,mini_val,0.681,0.275,1.000,0.698,0.574,0.740,nan,0.800
greedy_dist5_cvcy_obj_conf_mult_40_yc_results,mini_val,0.685,0.275,1.000,0.700,0.597,0.740,nan,0.800
greedy_dist5_ack_conf_mult_10_noyc_results,mini_val,0.490,0.000,0.217,0.669,0.599,0.631,nan,0.825
greedy_dist2_cvcy_obj_conf_padd_50_noyc_results,mini_val,0.582,0.037,0.500,0.720,0.649,0.758,nan,0.825
greedy_dist5_cvcy_conf_padd_15_noyc_results,mini_val,0.719,0.300,1.000,0.737,0.665,0.763,nan,0.850
hungarian_dist2_cvcy_obj_conf_padd_15_yc_results,mini_val,0.564,0.125,0.460,0.617,0.645,0.687,nan,0.850
hungarian_dist2_cvcy_obj_conf_padd_20_noyc_results,mini_val,0.539,0.067,0.429,0.598,0.645,0.673,nan,0.821
greedy_dist5_ack_conf_padd_05_noyc_results,mini_val,0.500,0.000,0.206,0.692,0.654,0.596,nan,0.850
hungarian_dist2_cvcy_conf_mult_15_yc_results,mini_val,0.522,0.000,0.466,0.591,0.647,0.630,nan,0.796
hungarian_dist10_ack_conf_mult_20_yc_results,mini_val,0.443,0.000,0.300,0.492,0.517,0.501,nan,0.850
greedy_dist5_cvcy_obj_count_yc_results,mini_val,0.723,0.194,1.000,0.763,0.686,0.848,nan,0.850
greedy_dist5_ack_count_noyc_results,mini_val,0.498,0.000,0.000,0.741,0.680,0.719,nan,0.850
hungarian_dist10_cvcy_conf_padd_40_noyc_results,mini_val,0.613,0.252,1.000,0.476,0.576,0.550,nan,0.825
greedy_dist5_ack_conf_padd_15_yc_results,mini_val,0.521,0.029,0.229,0.692,0.661,0.663,nan,0.850
hungarian_dist5_cvcy_conf_padd_25_yc_results,mini_val,0.636,0.174,1.000,0.581,0.611,0.598,nan,0.850
hungarian_dist2_cvcy_obj_conf_padd_50_yc_results,mini_val,0.529,0.045,0.500,0.573,0.599,0.634,nan,0.825
hungarian_dist2_cvcy_conf_padd_20_noyc_results,mini_val,0.521,0.067,0.392,0.575,0.647,0.655,nan,0.792
hungarian_dist2_cvcy_obj_conf_padd_05_yc_results,mini_val,0.540,0.104,0.419,0.642,0.620,0.674,nan,0.783
greedy_dist10_cvcy_obj_count_yc_results,mini_val,0.711,0.190,1.000,0.757,0.660,0.839,nan,0.819
greedy_dist10_cvcy_conf_mult_15_noyc_results,mini_val,0.697,0.326,1.000,0.700,0.620,0.736,nan,0.800
hungarian_dist5_cvcy_conf_padd_20_noyc_results,mini_val,0.641,0.159,1.000,0.574,0.612,0.649,nan,0.850
greedy_dist10_ack_conf_mult_25_noyc_results,mini_val,0.460,0.000,0.025,0.645,0.594,0.644,nan,0.850
greedy_dist2_ack_conf_padd_15_noyc_results,mini_val,0.551,0.131,0.418,0.747,0.693,0.465,nan,0.850
greedy_dist10_cvcy_conf_mult_40_yc_results,mini_val,0.681,0.273,1.000,0.694,0.582,0.740,nan,0.800
hungarian_dist5_ack_conf_mult_50_noyc_results,mini_val,0.477,0.019,0.422,0.563,0.598,0.517,nan,0.744
hungarian_dist2_cvcy_obj_conf_padd_50_noyc_results,mini_val,0.532,0.060,0.500,0.564,0.598,0.646,nan,0.825
greedy_dist2_cvcy_conf_mult_25_noyc_results,mini_val,0.561,0.015,0.500,0.703,0.597,0.749,nan,0.800
hungarian_dist5_cvcy_conf_padd_10_yc_results,mini_val,0.654,0.303,1.000,0.602,0.631,0.620,nan,0.765
greedy_dist5_ack_conf_mult_10_yc_results,mini_val,0.495,0.000,0.217,0.668,0.632,0.630,nan,0.825
greedy_dist5_cvcy_obj_conf_padd_30_yc_results,mini_val,0.716,0.263,1.000,0.737,0.670,0.774,nan,0.850
greedy_dist5_cvcy_obj_conf_mult_20_yc_results,mini_val,0.699,0.275,1.000,0.719,0.618,0.756,nan,0.825
hungarian_dist2_cvcy_obj_conf_mult_10_noyc_results,mini_val,0.519,0.000,0.417,0.630,0.616,0.627,nan,0.825
hungarian_dist5_ack_conf_mult_25_noyc_results,mini_val,0.474,0.019,0.399,0.554,0.587,0.526,nan,0.761
greedy_dist10_cvcy_conf_padd_20_noyc_results,mini_val,0.696,0.259,1.000,0.706,0.638,0.749,nan,0.825
greedy_dist5_cvcy_conf_mult_10_yc_results,mini_val,0.707,0.326,1.000,0.728,0.636,0.729,nan,0.825
hungarian_dist5_cvcy_conf_mult_30_yc_results,mini_val,0.595,0.139,1.000,0.536,0.549,0.602,nan,0.742
hungarian_dist10_cvcy_obj_conf_padd_20_yc_results,mini_val,0.632,0.237,1.000,0.476,0.602,0.655,nan,0.825
hungarian_dist2_cvcy_obj_conf_padd_30_noyc_results,mini_val,0.531,0.067,0.500,0.585,0.595,0.618,nan,0.822
hungarian_dist10_cvcy_obj_conf_padd_50_noyc_results,mini_val,0.616,0.171,1.000,0.496,0.602,0.601,nan,0.825
hungarian_dist2_cvcy_conf_mult_25_yc_results,mini_val,0.495,0.000,0.450,0.564,0.600,0.585,nan,0.772
hungarian_dist10_ack_conf_padd_50_yc_results,mini_val,0.434,0.056,0.300,0.448,0.552,0.464,nan,0.788
hungarian_dist2_cvcy_obj_conf_mult_40_noyc_results,mini_val,0.495,0.000,0.500,0.575,0.500,0.597,nan,0.800
hungarian_dist2_ack_conf_padd_05_noyc_results,mini_val,0.475,0.000,0.366,0.635,0.625,0.412,nan,0.813
greedy_dist5_cvcy_obj_conf_padd_25_yc_results,mini_val,0.716,0.267,1.000,0.734,0.671,0.773,nan,0.850
hungarian_dist5_ack_conf_mult_30_yc_results,mini_val,0.469,0.019,0.422,0.555,0.545,0.532,nan,0.744
hungarian_dist5_cvcy_obj_conf_mult_05_noyc_results,mini_val,0.639,0.254,1.000,0.575,0.579,0.607,nan,0.818
greedy_dist5_cvcy_count_yc_results,mini_val,0.721,0.194,1.000,0.767,0.685,0.833,nan,0.850
hungarian_dist10_cvcy_obj_conf_mult_10_noyc_results,mini_val,0.618,0.246,0.919,0.497,0.610,0.634,nan,0.800
greedy_dist10_cvcy_conf_mult_15_yc_results,mini_val,0.697,0.326,1.000,0.700,0.620,0.736,nan,0.800
greedy_dist2_ack_conf_mult_10_noyc_results,mini_val,0.507,0.000,0.402,0.713,0.640,0.465,nan,0.825
hungarian_dist10_ack_conf_padd_30_yc_results,mini_val,0.452,0.086,0.300,0.457,0.491,0.551,nan,0.826
hungarian_dist5_cvcy_conf_mult_05_noyc_results,mini_val,0.635,0.254,1.000,0.597,0.597,0.587,nan,0.773
greedy_dist5_ack_conf_padd_40_yc_results,mini_val,0.521,0.032,0.243,0.684,0.643,0.672,nan,0.850
greedy_dist10_cvcy_obj_conf_mult_15_noyc_results,mini_val,0.696,0.308,1.000,0.715,0.619,0.733,nan,0.800
hungarian_dist10_cvcy_conf_padd_20_yc_results,mini_val,0.633,0.303,1.000,0.526,0.581,0.619,nan,0.771
hungarian_dist5_cvcy_obj_conf_mult_30_noyc_results,mini_val,0.601,0.134,1.000,0.565,0.568,0.597,nan,0.744
greedy_dist2_ack_conf_padd_30_noyc_results,mini_val,0.555,0.100,0.450,0.743,0.674,0.516,nan,0.850
hungarian_dist2_ack_conf_padd_15_yc_results,mini_val,0.518,0.100,0.415,0.623,0.622,0.523,nan,0.825
greedy_dist2_ack_count_noyc_results,mini_val,0.513,0.000,0.136,0.741,0.685,0.663,nan,0.850
greedy_dist5_ack_conf_mult_50_yc_results,mini_val,0.491,0.047,0.243,0.630,0.594,0.633,nan,0.800
hungarian_dist5_cvcy_conf_padd_05_yc_results,mini_val,0.661,0.370,1.000,0.593,0.651,0.578,nan,0.771
greedy_dist2_ack_conf_mult_05_yc_results,mini_val,0.487,0.000,0.379,0.699,0.638,0.382,nan,0.825
hungarian_dist2_ack_conf_padd_50_noyc_results,mini_val,0.482,0.045,0.450,0.573,0.618,0.410,nan,0.797
greedy_dist10_cvcy_obj_conf_padd_30_yc_results,mini_val,0.697,0.263,1.000,0.705,0.627,0.762,nan,0.825
hungarian_dist2_cvcy_obj_conf_mult_30_yc_results,mini_val,0.502,0.000,0.500,0.576,0.550,0.616,nan,0.772
hungarian_dist10_ack_conf_mult_50_noyc_results,mini_val,0.420,0.000,0.300,0.450,0.551,0.446,nan,0.773
greedy_dist2_cvcy_conf_padd_10_noyc_results,mini_val,0.599,0.157,0.435,0.715,0.684,0.751,nan,0.850
hungarian_dist5_cvcy_obj_conf_mult_15_yc_results,mini_val,0.643,0.250,1.000,0.563,0.588,0.634,nan,0.825
hungarian_dist5_cvcy_conf_padd_10_noyc_results,mini_val,0.654,0.303,1.000,0.602,0.631,0.620,nan,0.765
greedy_dist5_cvcy_conf_padd_20_yc_results,mini_val,0.715,0.269,1.000,0.745,0.665,0.761,nan,0.850
greedy_dist2_ack_conf_padd_50_noyc_results,mini_val,0.551,0.150,0.450,0.719,0.649,0.512,nan,0.825
greedy_dist5_cvcy_obj_conf_padd_20_noyc_results,mini_val,0.722,0.323,1.000,0.722,0.671,0.763,nan,0.850
hungarian_dist5_ack_conf_mult_20_noyc_results,mini_val,0.500,0.013,0.382,0.592,0.643,0.543,nan,0.825
hungarian_dist2_cvcy_conf_padd_15_noyc_results,mini_val,0.560,0.118,0.460,0.614,0.648,0.667,nan,0.850
hungarian_dist10_cvcy_obj_conf_mult_30_noyc_results,mini_val,0.628,0.309,1.000,0.460,0.609,0.616,nan,0.772
hungarian_dist10_cvcy_obj_conf_padd_30_noyc_results,mini_val,0.618,0.238,1.000,0.470,0.632,0.631,nan,0.737
greedy_dist10_ack_conf_mult_10_noyc_results,mini_val,0.461,0.000,0.000,0.637,0.655,0.622,nan,0.850
greedy_dist2_cvcy_conf_padd_30_noyc_results,mini_val,0.608,0.124,0.500,0.723,0.671,0.780,nan,0.850
hungarian_dist10_cvcy_conf_padd_10_yc_results,mini_val,0.612,0.326,0.919,0.512,0.594,0.594,nan,0.725
hungarian_dist5_cvcy_conf_mult_30_noyc_results,mini_val,0.595,0.139,1.000,0.536,0.549,0.602,nan,0.742
greedy_dist10_cvcy_conf_mult_25_yc_results,mini_val,0.685,0.273,1.000,0.709,0.587,0.739,nan,0.800
greedy_dist10_cvcy_conf_mult_50_yc_results,mini_val,0.679,0.273,1.000,0.681,0.582,0.739,nan,0.800
hungarian_dist10_ack_conf_mult_05_yc_results,mini_val,0.441,0.000,0.300,0.470,0.549,0.477,nan,0.850
hungarian_dist5_cvcy_obj_count_yc_results,mini_val,0.631,0.000,0.939,0.657,0.614,0.762,nan,0.812
greedy_dist2_cvcy_conf_mult_15_noyc_results,mini_val,0.578,0.078,0.466,0.717,0.640,0.741,nan,0.825
greedy_dist10_cvcy_conf_padd_10_yc_results,mini_val,0.691,0.245,1.000,0.701,0.633,0.744,nan,0.825
hungarian_dist5_cvcy_obj_conf_padd_25_noyc_results,mini_val,0.619,0.151,1.000,0.554,0.615,0.619,nan,0.773
greedy_dist2_cvcy_conf_padd_15_noyc_results,mini_val,0.604,0.152,0.463,0.725,0.666,0.766,nan,0.850
greedy_dist10_cvcy_obj_conf_mult_40_yc_results,mini_val,0.677,0.273,1.000,0.691,0.558,0.739,nan,0.800
greedy_dist10_ack_conf_padd_20_noyc_results,mini_val,0.475,0.000,0.000,0.656,0.682,0.662,nan,0.850
greedy_dist5_cvcy_conf_mult_30_noyc_results,mini_val,0.688,0.275,1.000,0.716,0.597,0.740,nan,0.800
greedy_dist2_cvcy_conf_mult_10_noyc_results,mini_val,0.556,0.000,0.441,0.706,0.635,0.729,nan,0.825
hungarian_dist2_cvcy_conf_padd_10_yc_results,mini_val,0.572,0.169,0.429,0.648,0.661,0.677,nan,0.850
greedy_dist2_ack_conf_mult_05_noyc_results,mini_val,0.492,0.000,0.379,0.703,0.660,0.388,nan,0.825
greedy_dist2_cvcy_obj_conf_mult_25_yc_results,mini_val,0.560,0.015,0.500,0.701,0.597,0.747,nan,0.800
hungarian_dist10_cvcy_obj_conf_padd_05_yc_results,mini_val,0.595,0.277,0.866,0.498,0.636,0.514,nan,0.777
hungarian_dist5_ack_conf_padd_10_noyc_results,mini_val,0.440,0.000,0.102,0.563,0.645,0.562,nan,0.771
hungarian_dist10_cvcy_conf_mult_50_yc_results,mini_val,0.599,0.219,1.000,0.503,0.519,0.599,nan,0.753
hungarian_dist5_ack_conf_padd_30_noyc_results,mini_val,0.503,0.038,0.422,0.586,0.634,0.563,nan,0.776
hungarian_dist5_cvcy_obj_conf_padd_25_yc_results,mini_val,0.636,0.192,1.000,0.573,0.615,0.584,nan,0.850
hungarian_dist2_cvcy_conf_padd_50_noyc_results,mini_val,0.529,0.060,0.500,0.572,0.599,0.619,nan,0.825
greedy_dist10_ack_conf_padd_30_yc_results,mini_val,0.461,0.000,0.000,0.647,0.596,0.673,nan,0.850
hungarian_dist10_cvcy_conf_mult_05_yc_results,mini_val,0.587,0.274,0.919,0.479,0.504,0.597,nan,0.750
greedy_dist2_ack_conf_padd_25_noyc_results,mini_val,0.554,0.100,0.450,0.737,0.672,0.515,nan,0.850
greedy_dist2_cvcy_obj_conf_padd_15_noyc_results,mini_val,0.603,0.152,0.463,0.726,0.670,0.759,nan,0.850
greedy_dist10_cvcy_conf_padd_30_noyc_results,mini_val,0.693,0.263,1.000,0.701,0.612,0.756,nan,0.825
greedy_dist5_cvcy_conf_mult_40_noyc_results,mini_val,0.685,0.275,1.000,0.698,0.597,0.741,nan,0.800
greedy_dist10_cvcy_obj_conf_mult_05_noyc_results,mini_val,0.681,0.263,1.000,0.695,0.609,0.717,nan,0.800
hungarian_dist2_cvcy_conf_mult_25_noyc_results,mini_val,0.495,0.000,0.450,0.564,0.600,0.585,nan,0.772
greedy_dist2_cvcy_conf_mult_05_yc_results,mini_val,0.548,0.000,0.432,0.700,0.622,0.708,nan,0.825
hungarian_dist5_ack_conf_mult_20_yc_results,mini_val,0.477,0.013,0.382,0.598,0.552,0.495,nan,0.825
hungarian_dist10_cvcy_obj_conf_padd_40_yc_results,mini_val,0.623,0.252,1.000,0.497,0.573,0.589,nan,0.825
hungarian_dist10_ack_conf_mult_20_noyc_results,mini_val,0.453,0.000,0.300,0.499,0.573,0.493,nan,0.850
greedy_dist10_cvcy_obj_conf_padd_10_noyc_results,mini_val,0.699,0.290,1.000,0.691,0.646,0.741,nan,0.825
hungarian_dist5_cvcy_conf_padd_30_noyc_results,mini_val,0.609,0.128,1.000,0.551,0.601,0.567,nan,0.808
greedy_dist2_cvcy_conf_padd_40_noyc_results,mini_val,0.603,0.136,0.500,0.697,0.671,0.761,nan,0.850
greedy_dist2_cvcy_count_yc_results,mini_val,0.558,0.011,0.237,0.748,0.662,0.840,nan,0.850
hungarian_dist2_cvcy_conf_mult_20_yc_results,mini_val,0.511,0.000,0.418,0.587,0.624,0.636,nan,0.800
greedy_dist2_cvcy_obj_conf_padd_15_yc_results,mini_val,0.604,0.152,0.463,0.723,0.667,0.766,nan,0.850
greedy_dist5_cvcy_obj_conf_padd_25_noyc_results,mini_val,0.726,0.331,1.000,0.732,0.673,0.770,nan,0.850
greedy_dist5_cvcy_obj_count_noyc_results,mini_val,0.727,0.207,1.000,0.774,0.683,0.849,nan,0.850
greedy_dist10_cvcy_obj_conf_padd_10_yc_results,mini_val,0.699,0.293,1.000,0.705,0.624,0.744,nan,0.825
hungarian_dist10_ack_conf_padd_50_noyc_results,mini_val,0.433,0.056,0.300,0.458,0.514,0.481,nan,0.788
hungarian_dist5_ack_conf_mult_40_noyc_results,mini_val,0.469,0.019,0.422,0.551,0.599,0.477,nan,0.744
greedy_dist5_ack_conf_mult_20_noyc_results,mini_val,0.492,0.000,0.229,0.679,0.584,0.635,nan,0.825
hungarian_dist10_cvcy_conf_mult_10_noyc_results,mini_val,0.604,0.293,0.919,0.513,0.548,0.601,nan,0.750
greedy_dist5_ack_conf_padd_50_yc_results,mini_val,0.528,0.125,0.243,0.686,0.618,0.669,nan,0.825
hungarian_dist10_cvcy_conf_padd_15_yc_results,mini_val,0.625,0.365,0.919,0.510,0.575,0.603,nan,0.775
hungarian_dist5_ack_conf_mult_05_noyc_results,mini_val,0.424,0.000,0.025,0.569,0.618,0.508,nan,0.825
hungarian_dist2_ack_conf_mult_20_yc_results,mini_val,0.481,0.000,0.421,0.573,0.602,0.468,nan,0.825
hungarian_dist2_cvcy_conf_mult_30_noyc_results,mini_val,0.494,0.000,0.500,0.553,0.549,0.587,nan,0.772
hungarian_dist5_cvcy_obj_conf_padd_40_yc_results,mini_val,0.625,0.237,1.000,0.542,0.591,0.580,nan,0.802
greedy_dist5_ack_conf_padd_40_noyc_results,mini_val,0.518,0.032,0.243,0.684,0.636,0.664,nan,0.850
greedy_dist5_cvcy_conf_mult_50_noyc_results,mini_val,0.678,0.275,1.000,0.698,0.574,0.721,nan,0.800
hungarian_dist10_cvcy_obj_conf_mult_50_yc_results,mini_val,0.588,0.219,1.000,0.503,0.504,0.544,nan,0.756
hungarian_dist5_cvcy_conf_mult_50_noyc_results,mini_val,0.619,0.243,1.000,0.551,0.572,0.576,nan,0.770
hungarian_dist10_ack_conf_mult_10_noyc_results,mini_val,0.431,0.000,0.300,0.434,0.561,0.501,nan,0.788
hungarian_dist2_cvcy_conf_mult_30_yc_results,mini_val,0.494,0.000,0.500,0.553,0.549,0.587,nan,0.772
greedy_dist10_ack_conf_padd_30_noyc_results,mini_val,0.472,0.000,0.000,0.648,0.662,0.670,nan,0.850
hungarian_dist2_cvcy_obj_conf_padd_10_noyc_results,mini_val,0.563,0.141,0.429,0.647,0.644,0.665,nan,0.850
greedy_dist5_ack_conf_mult_25_yc_results,mini_val,0.504,0.062,0.243,0.667,0.594,0.657,nan,0.800
greedy_dist2_cvcy_obj_conf_mult_10_noyc_results,mini_val,0.557,0.000,0.441,0.710,0.643,0.726,nan,0.825
greedy_dist2_ack_conf_mult_15_noyc_results,mini_val,0.517,0.037,0.421,0.717,0.620,0.481,nan,0.825
greedy_dist5_cvcy_obj_conf_padd_50_yc_results,mini_val,0.698,0.238,1.000,0.718,0.646,0.761,nan,0.825
hungarian_dist2_ack_conf_padd_15_noyc_results,mini_val,0.515,0.100,0.415,0.610,0.643,0.495,nan,0.825
greedy_dist5_ack_conf_padd_25_yc_results,mini_val,0.522,0.000,0.243,0.700,0.667,0.670,nan,0.850
greedy_dist5_cvcy_obj_conf_mult_10_yc_results,mini_val,0.710,0.326,1.000,0.731,0.635,0.742,nan,0.825
hungarian_dist10_cvcy_obj_conf_mult_25_yc_results,mini_val,0.620,0.314,1.000,0.497,0.561,0.578,nan,0.772
greedy_dist2_cvcy_obj_conf_mult_50_noyc_results,mini_val,0.555,0.020,0.500,0.684,0.599,0.725,nan,0.800
hungarian_dist5_ack_conf_mult_10_noyc_results,mini_val,0.446,0.000,0.057,0.609,0.667,0.517,nan,0.825
greedy_dist2_cvcy_obj_conf_padd_25_yc_results,mini_val,0.607,0.131,0.500,0.713,0.671,0.780,nan,0.850
greedy_dist2_ack_conf_mult_25_yc_results,mini_val,0.533,0.125,0.450,0.700,0.624,0.502,nan,0.800
hungarian_dist5_cvcy_obj_conf_padd_05_yc_results,mini_val,0.672,0.363,1.000,0.597,0.661,0.574,nan,0.838
greedy_dist5_cvcy_obj_conf_padd_20_yc_results,mini_val,0.716,0.269,1.000,0.745,0.666,0.766,nan,0.850
hungarian_dist10_cvcy_obj_conf_mult_20_yc_results,mini_val,0.631,0.309,1.000,0.490,0.577,0.607,nan,0.800
greedy_dist2_cvcy_obj_conf_padd_10_noyc_results,mini_val,0.600,0.157,0.435,0.718,0.693,0.748,nan,0.850
greedy_dist10_cvcy_obj_conf_mult_10_yc_results,mini_val,0.695,0.326,1.000,0.717,0.606,0.719,nan,0.800
hungarian_dist2_cvcy_obj_conf_mult_20_noyc_results,mini_val,0.496,0.000,0.428,0.562,0.599,0.586,nan,0.800
greedy_dist2_cvcy_obj_conf_mult_20_yc_results,mini_val,0.559,0.015,0.466,0.693,0.617,0.741,nan,0.825
greedy_dist5_cvcy_conf_padd_40_yc_results,mini_val,0.706,0.237,1.000,0.713,0.671,0.762,nan,0.850
greedy_dist2_ack_conf_mult_20_yc_results,mini_val,0.521,0.050,0.421,0.716,0.621,0.493,nan,0.825
greedy_dist2_cvcy_conf_mult_40_yc_results,mini_val,0.558,0.020,0.500,0.683,0.597,0.747,nan,0.800
greedy_dist5_cvcy_obj_conf_mult_30_noyc_results,mini_val,0.688,0.263,1.000,0.720,0.599,0.744,nan,0.800
greedy_dist10_cvcy_obj_conf_mult_30_yc_results,mini_val,0.683,0.273,1.000,0.696,0.587,0.739,nan,0.800
greedy_dist5_ack_count_yc_results,mini_val,0.503,0.000,0.000,0.744,0.682,0.741,nan,0.850
greedy_dist5_cvcy_obj_conf_mult_05_yc_results,mini_val,0.706,0.340,1.000,0.718,0.634,0.717,nan,0.825
greedy_dist5_ack_conf_mult_05_noyc_results,mini_val,0.492,0.000,0.206,0.677,0.655,0.588,nan,0.825
greedy_dist10_cvcy_conf_padd_30_yc_results,mini_val,0.693,0.263,1.000,0.701,0.612,0.756,nan,0.825
greedy_dist10_cvcy_obj_conf_padd_15_yc_results,mini_val,0.702,0.295,1.000,0.708,0.626,0.757,nan,0.825
greedy_dist2_cvcy_conf_padd_05_yc_results,mini_val,0.585,0.122,0.419,0.712,0.664,0.742,nan,0.850
greedy_dist10_ack_conf_padd_25_yc_results,mini_val,0.463,0.000,0.000,0.634,0.621,0.674,nan,0.850
hungarian_dist10_cvcy_conf_padd_40_yc_results,mini_val,0.613,0.252,1.000,0.476,0.576,0.550,nan,0.825
hungarian_dist2_cvcy_conf_padd_05_noyc_results,mini_val,0.546,0.140,0.419,0.653,0.623,0.660,nan,0.783
greedy_dist2_ack_conf_padd_10_noyc_results,mini_val,0.539,0.109,0.396,0.737,0.692,0.447,nan,0.850
hungarian_dist10_ack_conf_padd_05_noyc_results,mini_val,0.455,0.083,0.375,0.449,0.548,0.496,nan,0.778
hungarian_dist2_ack_conf_padd_50_yc_results,mini_val,0.479,0.045,0.450,0.552,0.618,0.414,nan,0.797
hungarian_dist5_cvcy_obj_conf_padd_10_yc_results,mini_val,0.659,0.357,1.000,0.592,0.627,0.613,nan,0.764
greedy_dist10_ack_count_yc_results,mini_val,0.487,0.000,0.025,0.728,0.595,0.727,nan,0.850
greedy_dist10_cvcy_conf_padd_25_noyc_results,mini_val,0.687,0.236,1.000,0.689,0.616,0.759,nan,0.825
hungarian_dist5_ack_conf_mult_25_yc_results,mini_val,0.478,0.019,0.399,0.591,0.568,0.529,nan,0.761
